timestamp,cycle_id,STR34_Step,STR34_Step_Name,STR34_Recipe_Name,active_phase,pred_isolation_forest_prob,pred_mahalanobis_prob,pred_lstm_ae_prob,pred_ensemble_score,pred_risk_level,pred_anomaly,pred_anomaly_summary
2025-01-05 15:54:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 15:55:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 15:56:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 15:57:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 15:58:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 15:59:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:00:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:01:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:02:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:03:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:04:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:05:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:06:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:07:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:08:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:09:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:10:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:11:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:12:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:13:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:14:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:15:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:16:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:17:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:18:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:19:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:20:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:21:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:22:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:23:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:24:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:25:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:26:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:27:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:28:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:29:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:30:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:31:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:32:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:33:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:34:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:35:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:36:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:37:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:38:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:39:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:40:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:41:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:42:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:43:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:44:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:45:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:46:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:47:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:48:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:49:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:50:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:51:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:52:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:53:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:54:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:55:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:56:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:57:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:58:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 16:59:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:00:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:01:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:02:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:03:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:04:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:05:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:06:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:07:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:08:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:09:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:10:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:11:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:12:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:13:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:14:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:15:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:16:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:17:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:18:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:19:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:20:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:21:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:22:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:23:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:24:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:25:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:26:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:27:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:28:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:29:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:30:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:31:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:32:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:33:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:34:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:35:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:36:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:37:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:38:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:39:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:40:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:41:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:42:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:43:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:44:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:45:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:46:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:47:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:48:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:49:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:50:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:51:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:52:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:53:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:54:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:55:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:56:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:57:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:58:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 17:59:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:00:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:01:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:02:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:03:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:04:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:05:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:06:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:07:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:08:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:09:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:10:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:11:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:12:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:13:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:14:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:15:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:16:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:17:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:18:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:19:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:20:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:21:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:22:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:23:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:24:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:25:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:26:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:27:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:28:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:29:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:30:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:31:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:32:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:33:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
2025-01-05 18:34:00.000000,NO_CYCLE,10,IDLE,NONE,NONE,,,,,NOT_IN_CYCLE,0,Row outside any sterilization cycle -- no prediction made.
